NUI;'2022-JUL';'2022-AUG';'2022-SEP';'2022-OCT';'2022-NOV';'2022-DEC';'2023-JAN';'2023-FEB';'2023-MAR';'2023-APR';'2023-MAY';'2023-JUN';'2023-JUL';'2023-AUG';'2023-SEP';'2023-OCT';'2023-NOV';'2023-DEC'
1163785;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;32 [32-NO HAY ACCESO AL MEDIDOR];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1163842;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;
1163853;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1163946;;;;;;;;;;;;;;;;;;PARA REVISION
1163987;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1164003;;;;;;;;;;;;;;;;;;
1164144;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;;;;;;;;;;
1164152;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1164210;;;;;;;;;;;PARA REVISION;;;;;;;
1164298;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;
1164309;;;;;;;;;;;;;;;;;;
1164335;7 [7-EXTREMADAMENTE ALTO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;7 [7-EXTREMADAMENTE ALTO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
1164343;1 [1-PREDIO NO EXISTE];;4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND];4 [4-PREDIO - DEMOLIDO O ABAND]
1164356;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;;;;;;;
1164453;PARA REVISION;;;;;;;;;;;;;;;;;
1164648;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1164664;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1164696;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1164795;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;
1164800;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;
1164820;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1164826;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];SIN DESVIACION SIGNIFICATIVA
1164861;;;;;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1164868;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1164897;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1164919;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1164923;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1164928;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1164966;;;;;;;;;PARA REVISION;;;;;;;;;
1164973;;;;;;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
1164986;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1165042;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1165054;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;
1165156;;;;;PARA REVISION;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;;;;;
1165201;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];;;
1165202;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1165205;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1165208;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;PARA REVISION;;;;;;
1165224;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;;;;;;;;
1165252;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1165253;;;;99 [99-LECTURA CONFIRMADA];99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;;
1165254;;;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;
1165256;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1165298;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;;;
1165399;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1165407;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;
1165477;MAL REPORTADO EN TC2;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1165506;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1165513;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1165526;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1165614;;;;;;;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1165619;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
1165635;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1165738;;;PARA REVISION;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;;;;;;MAL REPORTADO EN TC2;;
1165840;;;;;;;21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];21 [21-MEDIDOR DESCONECT SIN SERV];;;;;;;;;
1165868;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;;;
1165871;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1165880;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1165994;;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1166038;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
1166039;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1166113;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1166124;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1166125;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1166143;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1166172;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1166316;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1166335;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;PARA REVISION
1166364;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;;;
1166570;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1166723;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1166727;8 [8-PREDIO DESOCUPADO SIN LECTU];;8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];8 [8-PREDIO DESOCUPADO SIN LECTU];;;MAL REPORTADO EN TC2;;;;;;;;;;
1166785;99 [99-LECTURA CONFIRMADA];PARA REVISION;;;;;;;;;;;;;;;;
1166810;18 [18-DISPLAY APAGADO O DESPROGRA];;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;
1166841;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1166849;7 [7-EXTREMADAMENTE ALTO];;;;;;;;;;;;;;;;;
1166940;;1 [1-PREDIO NO EXISTE];;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;;;;;
1167000;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1167001;;;;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;PARA REVISION;;;;
1167006;;;;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;
1167009;;;MAL REPORTADO EN TC2;;;;PARA REVISION;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2;PARA REVISION;;PARA REVISION;
1167014;;;PARA REVISION;;;;PARA REVISION;;;;;PARA REVISION;PARA REVISION;PARA REVISION;PARA REVISION;PARA REVISION;PARA REVISION;
1167050;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1167059;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1167075;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;PARA REVISION;;;;;;
1167079;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1167080;MAL REPORTADO EN TC2;;;;;;SIN DESVIACION SIGNIFICATIVA;4 [4-PREDIO - DEMOLIDO O ABAND];MAL REPORTADO EN TC2;;;;;;;;;
1167101;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;;;;;;
1167513;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;
1167530;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1167623;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1167649;;;;;;;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1167667;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;
1167722;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
1167728;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1167733;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;
1167754;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1167767;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;;;
1167771;99 [99-LECTURA CONFIRMADA];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;99 [99-LECTURA CONFIRMADA];;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1167797;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
1167898;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1167923;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1168062;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;;
1168098;29 [29-USUARIO NO REGISTR EN IGRID];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1168102;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];;8 [8-PREDIO DESOCUPADO SIN LECTU];MAL REPORTADO EN TC2;;;;;;
1168136;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1168144;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1168170;;;;;;;;;;;;;;;;;;
1168180;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1168251;;;;;;;;;;;;;;;;;PARA REVISION;
1168253;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;
1168264;;;;;;;;;;MAL REPORTADO EN TC2;;;MAL REPORTADO EN TC2;;;;MAL REPORTADO EN TC2;
1168273;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1168320;;;;;8 [8-PREDIO DESOCUPADO SIN LECTU];;;;;;MAL REPORTADO EN TC2;;;;;;;
1168336;;MAL REPORTADO EN TC2;;;;;;;;;PARA REVISION;;;;;;;
1168346;;;;;;;;;;;;;;;;;;
1168491;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;
1168493;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1168533;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;10 [10-MEDIDOR INEXISTENTE O DESC];;24 [24-SERV SUSPENDIDO SIN MEDIDO];SIN DESVIACION SIGNIFICATIVA;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA
1168615;;;;;;;;;;;;;;;;;;PARA REVISION
1168618;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;
1168624;;;;;;;;;;;;;;;;;;PARA REVISION
1168704;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;
1168721;24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;;;;;;;
1168725;;;;;;;;;;;;;;PARA REVISION;;;;
1168731;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;
1168783;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;
1168871;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
1168904;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1168930;7 [7-EXTREMADAMENTE ALTO];;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1168939;99 [99-LECTURA CONFIRMADA];;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1168968;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1168970;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1169097;;;;;;;;;;;;;;;;;PARA REVISION;
1169136;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;
1169173;;;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;;
1169174;;;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;;
1169175;;;SIN DESVIACION SIGNIFICATIVA;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;;
1169308;;;;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;4 [4-PREDIO - DEMOLIDO O ABAND];;;;;;;;
1169451;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1169546;;;;;;;;;;;;MAL REPORTADO EN TC2;;MAL REPORTADO EN TC2;;;;
1169559;;;;;;;;;PARA REVISION;;;;;;;;;
1169603;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;
1169720;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;
1169723;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1169819;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;;;;;;
1169833;;;;;;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
1169988;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1169996;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;
1170032;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;
1170058;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;
1170059;;;;;;;;;;;;;;;;;;
1170166;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1170188;9 [9-DOBLE MATRICULA CON CEDENAR];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];9 [9-DOBLE MATRICULA CON CEDENAR];9 [9-DOBLE MATRICULA CON CEDENAR];;9 [9-DOBLE MATRICULA CON CEDENAR];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
1170254;;;;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];21 [21-MEDIDOR DESCONECT SIN SERV];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO]
1170345;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;99 [99-LECTURA CONFIRMADA];;99 [99-LECTURA CONFIRMADA];;;;;;;
1170347;;;;;;;;;;;PARA REVISION;PARA REVISION;;;;;;
1170354;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;;
1170368;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1170371;;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;
1170372;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1170373;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1170494;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1170511;;;;;;;;;;;;;;;;;;
1170635;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1170646;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;
1170648;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1170652;19 [19-REGISTRADOR NO VISIBLE];;MAL REPORTADO EN TC2;PARA REVISION;;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];;
1170689;;;;;;;;;;;;;;;;PARA REVISION;;
1170795;99 [99-LECTURA CONFIRMADA];;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;
1170798;;;;;;;;;;;;;;;;;;
1170801;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;;MAL REPORTADO EN TC2;MAL REPORTADO EN TC2
1170817;;;;;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;
1170833;;;MAL REPORTADO EN TC2;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;32 [32-NO HAY ACCESO AL MEDIDOR];;;;;;;;;
1170835;;;;;;;;;;;;;;32 [32-NO HAY ACCESO AL MEDIDOR];;;;
1170876;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1170932;;;99 [99-LECTURA CONFIRMADA];;;;;;;;;;;;;;;
1171062;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1171108;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;
1171139;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2
1171179;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1171199;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1171201;;;;;;;;99 [99-LECTURA CONFIRMADA];MAL REPORTADO EN TC2;;;;;;;;;
1171499;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1171678;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1171681;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;;
1171684;;;;;;;MAL REPORTADO EN TC2;PARA REVISION;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;;;;;
1171689;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1171740;;;PARA REVISION;;;;;;;;;;;;;;;
1171749;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;;;
1171750;;;;;;;;;;;MAL REPORTADO EN TC2;;;PARA REVISION;;;;
1171757;;;;;PARA REVISION;;;;PARA REVISION;;;;;;;;;
1171882;;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;MAL REPORTADO EN TC2
1171918;;;;5 [5-USUARIO IMPIDE TOMA LECTUR];;;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;99 [99-LECTURA CONFIRMADA];;;SIN DESVIACION SIGNIFICATIVA;PARA REVISION;;;99 [99-LECTURA CONFIRMADA];PARA REVISION;
1171963;;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1171968;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;;
1171984;;;16 [16-MEDIDOR DANADO];;;;;;;;;16 [16-MEDIDOR DANADO];;;;;;
1172050;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1172207;;;;;;;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;
1172235;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
1172258;;;;;;;PARA REVISION;;;;;;;;;;;
1172285;;;;;;;;;;;;;;MAL REPORTADO EN TC2;;;;
1172380;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1172411;;;;;;;;24 [24-SERV SUSPENDIDO SIN MEDIDO];24 [24-SERV SUSPENDIDO SIN MEDIDO];;;;;;;16 [16-MEDIDOR DANADO];;
1172841;;;;19 [19-REGISTRADOR NO VISIBLE];;;;;;;;;;;;;;
1172842;;MAL REPORTADO EN TC2;;;;;;19 [19-REGISTRADOR NO VISIBLE];MAL REPORTADO EN TC2;;;;;;;;;
1172857;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
1172861;;;;;;;;;;MAL REPORTADO EN TC2;;;;;;;;
1172866;;;;;;;;19 [19-REGISTRADOR NO VISIBLE];MAL REPORTADO EN TC2;;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;
1172886;;;16 [16-MEDIDOR DANADO];;19 [19-REGISTRADOR NO VISIBLE];;16 [16-MEDIDOR DANADO];;MAL REPORTADO EN TC2;;;;;;;;;
1172936;;;;;16 [16-MEDIDOR DANADO];;;;;;;;;;;;;
1173003;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;
1173013;MAL REPORTADO EN TC2;;;;;;MAL REPORTADO EN TC2;;;;;;;;;;;
1173026;;;;;;;;;;;;;;;;;;MAL REPORTADO EN TC2
1173028;;;;;;;;16 [16-MEDIDOR DANADO];;;;;;;;;;
1173031;;;;;;;;;;;;;;99 [99-LECTURA CONFIRMADA];;;;
1173034;MAL REPORTADO EN TC2;;;;;;;;;;;;;;;;;SIN DESVIACION SIGNIFICATIVA
1173041;;;;;;;;;;;;;;;;16 [16-MEDIDOR DANADO];;
1173053;16 [16-MEDIDOR DANADO];;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;SIN DESVIACION SIGNIFICATIVA;MAL REPORTADO EN TC2;;;;;;;;;;
