NUI,Date,Value
191498,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
191530,'2023-NOV',19 [19-REGISTRADOR NO VISIBLE]
191610,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
191712,'2023-NOV',MAL REPORTADO EN TC2
191864,'2023-NOV',MAL REPORTADO EN TC2
191880,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
191904,'2023-NOV',MAL REPORTADO EN TC2
192054,'2023-NOV',MAL REPORTADO EN TC2
192350,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
192410,'2023-NOV',MAL REPORTADO EN TC2
192458,'2023-NOV',MAL REPORTADO EN TC2
195578,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
197522,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
197548,'2023-NOV',MAL REPORTADO EN TC2
197550,'2023-NOV',MAL REPORTADO EN TC2
197552,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
197572,'2023-NOV',MAL REPORTADO EN TC2
197702,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
197834,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
199884,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
200682,'2023-NOV',PARA REVISION
200702,'2023-NOV',MAL REPORTADO EN TC2
200884,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
201194,'2023-NOV',MAL REPORTADO EN TC2
201220,'2023-NOV',MAL REPORTADO EN TC2
201328,'2023-NOV',MAL REPORTADO EN TC2
201332,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
201392,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
201720,'2023-NOV',MAL REPORTADO EN TC2
201844,'2023-NOV',PARA REVISION
202004,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
202094,'2023-NOV',MAL REPORTADO EN TC2
202170,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
202848,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
203230,'2023-NOV',PARA REVISION
204004,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
204218,'2023-NOV',PARA REVISION
204222,'2023-NOV',PARA REVISION
204224,'2023-NOV',PARA REVISION
204228,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
204230,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
204236,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
204238,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
204262,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
204294,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
204560,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
204674,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
204678,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
205068,'2023-NOV',13 [13-MEDIDOR VOLTEADO O DESCOLG]
205090,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
205130,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
205150,'2023-NOV',MAL REPORTADO EN TC2
205258,'2023-NOV',PARA REVISION
205264,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
205266,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
205684,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
205722,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
205840,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
205992,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
206018,'2023-NOV',MAL REPORTADO EN TC2
206036,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
206082,'2023-NOV',MAL REPORTADO EN TC2
206404,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
206610,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
206612,'2023-NOV',MAL REPORTADO EN TC2
206682,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
206698,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
206728,'2023-NOV',PARA REVISION
206802,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
207076,'2023-NOV',MAL REPORTADO EN TC2
207094,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
207430,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
207572,'2023-NOV',PARA REVISION
207822,'2023-NOV',MAL REPORTADO EN TC2
207838,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
207840,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
207988,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
208078,'2023-NOV',PARA REVISION
208426,'2023-NOV',MAL REPORTADO EN TC2
208670,'2023-NOV',MAL REPORTADO EN TC2
209366,'2023-NOV',PARA REVISION
209380,'2023-NOV',PARA REVISION
209496,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
209682,'2023-NOV',PARA REVISION
209720,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
209794,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
209890,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
209896,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
209920,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
209988,'2023-NOV',MAL REPORTADO EN TC2
210036,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
210038,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
210106,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
210118,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
210120,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
210332,'2023-NOV',MAL REPORTADO EN TC2
210452,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
210478,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
210710,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
210764,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
210766,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
210792,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
211170,'2023-NOV',MAL REPORTADO EN TC2
211480,'2023-NOV',MAL REPORTADO EN TC2
211938,'2023-NOV',PARA REVISION
212058,'2023-NOV',PARA REVISION
212068,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
212228,'2023-NOV',MAL REPORTADO EN TC2
212476,'2023-NOV',19 [19-REGISTRADOR NO VISIBLE]
212538,'2023-NOV',MAL REPORTADO EN TC2
212610,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
212876,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
212970,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
213024,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
213046,'2023-NOV',MAL REPORTADO EN TC2
213108,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
213216,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
213238,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
213314,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
213454,'2023-NOV',MAL REPORTADO EN TC2
213638,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
213646,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
214410,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
214494,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
214518,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
214536,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
214538,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
214748,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
214864,'2023-NOV',PARA REVISION
214918,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
215092,'2023-NOV',PARA REVISION
215208,'2023-NOV',PARA REVISION
215372,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
215374,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
215424,'2023-NOV',9 [9-DOBLE MATRICULA CON CEDENAR]
215450,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
215490,'2023-NOV',PARA REVISION
215520,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
215612,'2023-NOV',PARA REVISION
215618,'2023-NOV',PARA REVISION
215638,'2023-NOV',PARA REVISION
215804,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
215874,'2023-NOV',MAL REPORTADO EN TC2
215910,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
215924,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
215932,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
215956,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
215988,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
216048,'2023-NOV',MAL REPORTADO EN TC2
216182,'2023-NOV',MAL REPORTADO EN TC2
216258,'2023-NOV',MAL REPORTADO EN TC2
216306,'2023-NOV',MAL REPORTADO EN TC2
216310,'2023-NOV',MAL REPORTADO EN TC2
216372,'2023-NOV',MAL REPORTADO EN TC2
216386,'2023-NOV',PARA REVISION
216388,'2023-NOV',PARA REVISION
216438,'2023-NOV',PARA REVISION
216598,'2023-NOV',PARA REVISION
216886,'2023-NOV',10 [10-MEDIDOR INEXISTENTE O DESC]
216904,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
216964,'2023-NOV',MAL REPORTADO EN TC2
217010,'2023-NOV',PARA REVISION
217152,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
217232,'2023-NOV',PARA REVISION
217594,'2023-NOV',MAL REPORTADO EN TC2
217736,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
217928,'2023-NOV',MAL REPORTADO EN TC2
219100,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
219102,'2023-NOV',MAL REPORTADO EN TC2
219222,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
219580,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
219684,'2023-NOV',MAL REPORTADO EN TC2
220096,'2023-NOV',10 [10-MEDIDOR INEXISTENTE O DESC]
221108,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
331002,'2023-NOV',PARA REVISION
331128,'2023-NOV',MAL REPORTADO EN TC2
331224,'2023-NOV',MAL REPORTADO EN TC2
331718,'2023-NOV',PARA REVISION
331862,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
332482,'2023-NOV',9 [9-DOBLE MATRICULA CON CEDENAR]
332526,'2023-NOV',16 [16-MEDIDOR DANADO]
332772,'2023-NOV',13 [13-MEDIDOR VOLTEADO O DESCOLG]
332780,'2023-NOV',MAL REPORTADO EN TC2
332812,'2023-NOV',MAL REPORTADO EN TC2
332852,'2023-NOV',PARA REVISION
334864,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
334954,'2023-NOV',PARA REVISION
335018,'2023-NOV',PARA REVISION
335112,'2023-NOV',MAL REPORTADO EN TC2
335126,'2023-NOV',MAL REPORTADO EN TC2
335300,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
335504,'2023-NOV',PARA REVISION
335524,'2023-NOV',MAL REPORTADO EN TC2
335574,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
335634,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
335924,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
335974,'2023-NOV',MAL REPORTADO EN TC2
336366,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
336434,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
336492,'2023-NOV',MAL REPORTADO EN TC2
336616,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
337066,'2023-NOV',PARA REVISION
337076,'2023-NOV',MAL REPORTADO EN TC2
337216,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
337232,'2023-NOV',PARA REVISION
337234,'2023-NOV',MAL REPORTADO EN TC2
337286,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
337296,'2023-NOV',MAL REPORTADO EN TC2
337302,'2023-NOV',MAL REPORTADO EN TC2
337306,'2023-NOV',PARA REVISION
337348,'2023-NOV',MAL REPORTADO EN TC2
337538,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
337688,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
339284,'2023-NOV',MAL REPORTADO EN TC2
339370,'2023-NOV',MAL REPORTADO EN TC2
339404,'2023-NOV',PARA REVISION
339874,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
340068,'2023-NOV',MAL REPORTADO EN TC2
340104,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
340218,'2023-NOV',MAL REPORTADO EN TC2
340258,'2023-NOV',MAL REPORTADO EN TC2
340550,'2023-NOV',MAL REPORTADO EN TC2
340616,'2023-NOV',MAL REPORTADO EN TC2
340930,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
340932,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
341016,'2023-NOV',MAL REPORTADO EN TC2
341064,'2023-NOV',MAL REPORTADO EN TC2
341096,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
341420,'2023-NOV',MAL REPORTADO EN TC2
341634,'2023-NOV',PARA REVISION
341732,'2023-NOV',MAL REPORTADO EN TC2
341766,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
341878,'2023-NOV',MAL REPORTADO EN TC2
342066,'2023-NOV',PARA REVISION
343006,'2023-NOV',MAL REPORTADO EN TC2
343042,'2023-NOV',MAL REPORTADO EN TC2
343168,'2023-NOV',MAL REPORTADO EN TC2
343214,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
343242,'2023-NOV',MAL REPORTADO EN TC2
343702,'2023-NOV',MAL REPORTADO EN TC2
344366,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
344422,'2023-NOV',PARA REVISION
344430,'2023-NOV',MAL REPORTADO EN TC2
344440,'2023-NOV',MAL REPORTADO EN TC2
344670,'2023-NOV',MAL REPORTADO EN TC2
344758,'2023-NOV',MAL REPORTADO EN TC2
344938,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
345232,'2023-NOV',MAL REPORTADO EN TC2
345262,'2023-NOV',MAL REPORTADO EN TC2
347390,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
347760,'2023-NOV',PARA REVISION
347994,'2023-NOV',MAL REPORTADO EN TC2
348772,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
349708,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
349784,'2023-NOV',PARA REVISION
349922,'2023-NOV',MAL REPORTADO EN TC2
350314,'2023-NOV',PARA REVISION
350316,'2023-NOV',MAL REPORTADO EN TC2
350326,'2023-NOV',PARA REVISION
350492,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
350688,'2023-NOV',PARA REVISION
350902,'2023-NOV',MAL REPORTADO EN TC2
396562,'2023-NOV',MAL REPORTADO EN TC2
396570,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
396724,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
396782,'2023-NOV',MAL REPORTADO EN TC2
397394,'2023-NOV',MAL REPORTADO EN TC2
398232,'2023-NOV',MAL REPORTADO EN TC2
398742,'2023-NOV',MAL REPORTADO EN TC2
398852,'2023-NOV',MAL REPORTADO EN TC2
398950,'2023-NOV',MAL REPORTADO EN TC2
398958,'2023-NOV',MAL REPORTADO EN TC2
398978,'2023-NOV',MAL REPORTADO EN TC2
399168,'2023-NOV',MAL REPORTADO EN TC2
399950,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
399994,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
400024,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
400304,'2023-NOV',MAL REPORTADO EN TC2
400710,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
402142,'2023-NOV',PARA REVISION
403916,'2023-NOV',PARA REVISION
403938,'2023-NOV',PARA REVISION
404018,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
404836,'2023-NOV',16 [16-MEDIDOR DANADO]
405278,'2023-NOV',MAL REPORTADO EN TC2
405602,'2023-NOV',MAL REPORTADO EN TC2
406032,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
406970,'2023-NOV',MAL REPORTADO EN TC2
407150,'2023-NOV',MAL REPORTADO EN TC2
407300,'2023-NOV',MAL REPORTADO EN TC2
407596,'2023-NOV',MAL REPORTADO EN TC2
407830,'2023-NOV',MAL REPORTADO EN TC2
408166,'2023-NOV',MAL REPORTADO EN TC2
409388,'2023-NOV',MAL REPORTADO EN TC2
410158,'2023-NOV',PARA REVISION
410306,'2023-NOV',MAL REPORTADO EN TC2
410442,'2023-NOV',MAL REPORTADO EN TC2
411678,'2023-NOV',MAL REPORTADO EN TC2
412980,'2023-NOV',MAL REPORTADO EN TC2
412982,'2023-NOV',MAL REPORTADO EN TC2
413074,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
413086,'2023-NOV',PARA REVISION
414234,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
414474,'2023-NOV',PARA REVISION
414484,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
414490,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
414500,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
414522,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
414536,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
414540,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
416424,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
417072,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
418222,'2023-NOV',MAL REPORTADO EN TC2
419704,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
419768,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
420278,'2023-NOV',MAL REPORTADO EN TC2
420426,'2023-NOV',MAL REPORTADO EN TC2
421038,'2023-NOV',MAL REPORTADO EN TC2
424142,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
425462,'2023-NOV',99 [99-LECTURA CONFIRMADA]
426585,'2023-NOV',MAL REPORTADO EN TC2
428645,'2023-NOV',MAL REPORTADO EN TC2
429866,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
429906,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
431570,'2023-NOV',9 [9-DOBLE MATRICULA CON CEDENAR]
431742,'2023-NOV',PARA REVISION
432692,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
435860,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
436448,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
437824,'2023-NOV',MAL REPORTADO EN TC2
437942,'2023-NOV',MAL REPORTADO EN TC2
438156,'2023-NOV',MAL REPORTADO EN TC2
438446,'2023-NOV',99 [99-LECTURA CONFIRMADA]
438482,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
439200,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
439214,'2023-NOV',MAL REPORTADO EN TC2
439888,'2023-NOV',MAL REPORTADO EN TC2
439908,'2023-NOV',MAL REPORTADO EN TC2
439928,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
440598,'2023-NOV',MAL REPORTADO EN TC2
441226,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
443164,'2023-NOV',MAL REPORTADO EN TC2
443262,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
443364,'2023-NOV',MAL REPORTADO EN TC2
444576,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
444634,'2023-NOV',MAL REPORTADO EN TC2
444888,'2023-NOV',MAL REPORTADO EN TC2
446186,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
447376,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
447670,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
447758,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
448452,'2023-NOV',10 [10-MEDIDOR INEXISTENTE O DESC]
449300,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
449334,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
449482,'2023-NOV',PARA REVISION
449502,'2023-NOV',MAL REPORTADO EN TC2
449528,'2023-NOV',MAL REPORTADO EN TC2
450420,'2023-NOV',MAL REPORTADO EN TC2
450488,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
450640,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
450674,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
450858,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
451718,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
452586,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
452738,'2023-NOV',MAL REPORTADO EN TC2
452832,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
453058,'2023-NOV',MAL REPORTADO EN TC2
454582,'2023-NOV',MAL REPORTADO EN TC2
454746,'2023-NOV',MAL REPORTADO EN TC2
455762,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
456800,'2023-NOV',MAL REPORTADO EN TC2
458176,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
458230,'2023-NOV',11 [11-MEDIDOR NO REGISTRADO]
458270,'2023-NOV',PARA REVISION
459230,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
460298,'2023-NOV',MAL REPORTADO EN TC2
460422,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
460492,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
462100,'2023-NOV',MAL REPORTADO EN TC2
464224,'2023-NOV',MAL REPORTADO EN TC2
464508,'2023-NOV',PARA REVISION
464552,'2023-NOV',MAL REPORTADO EN TC2
464554,'2023-NOV',MAL REPORTADO EN TC2
464556,'2023-NOV',MAL REPORTADO EN TC2
464558,'2023-NOV',MAL REPORTADO EN TC2
464560,'2023-NOV',MAL REPORTADO EN TC2
464562,'2023-NOV',MAL REPORTADO EN TC2
464564,'2023-NOV',MAL REPORTADO EN TC2
464566,'2023-NOV',MAL REPORTADO EN TC2
465902,'2023-NOV',MAL REPORTADO EN TC2
466202,'2023-NOV',MAL REPORTADO EN TC2
466350,'2023-NOV',MAL REPORTADO EN TC2
466476,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
467246,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
467514,'2023-NOV',MAL REPORTADO EN TC2
467544,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
467608,'2023-NOV',99 [99-LECTURA CONFIRMADA]
468436,'2023-NOV',MAL REPORTADO EN TC2
468556,'2023-NOV',MAL REPORTADO EN TC2
468920,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
469996,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
472598,'2023-NOV',PARA REVISION
472668,'2023-NOV',PARA REVISION
473032,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
473910,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
473958,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
474074,'2023-NOV',MAL REPORTADO EN TC2
475150,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
475242,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
476516,'2023-NOV',13 [13-MEDIDOR VOLTEADO O DESCOLG]
476914,'2023-NOV',MAL REPORTADO EN TC2
476932,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
477092,'2023-NOV',MAL REPORTADO EN TC2
500057,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
500413,'2023-NOV',MAL REPORTADO EN TC2
500447,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
500449,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
500467,'2023-NOV',37 [37-SIN SELLOS EN TAPA BORNERA]
500679,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
500685,'2023-NOV',PARA REVISION
505220,'2023-NOV',PARA REVISION
505636,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
510100,'2023-NOV',13 [13-MEDIDOR VOLTEADO O DESCOLG]
510120,'2023-NOV',MAL REPORTADO EN TC2
511494,'2023-NOV',PARA REVISION
511510,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
511532,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
512434,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
512470,'2023-NOV',MAL REPORTADO EN TC2
512556,'2023-NOV',MAL REPORTADO EN TC2
513377,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
513521,'2023-NOV',MAL REPORTADO EN TC2
514301,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
514422,'2023-NOV',PARA REVISION
514458,'2023-NOV',MAL REPORTADO EN TC2
526762,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
527296,'2023-NOV',MAL REPORTADO EN TC2
527322,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
527328,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
527558,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
527722,'2023-NOV',MAL REPORTADO EN TC2
527728,'2023-NOV',MAL REPORTADO EN TC2
527814,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
528099,'2023-NOV',13 [13-MEDIDOR VOLTEADO O DESCOLG]
528435,'2023-NOV',MAL REPORTADO EN TC2
529529,'2023-NOV',MAL REPORTADO EN TC2
529967,'2023-NOV',MAL REPORTADO EN TC2
529999,'2023-NOV',24 [24-SERV SUSPENDIDO SIN MEDIDO]
530021,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
530049,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
531091,'2023-NOV',PARA REVISION
532643,'2023-NOV',MAL REPORTADO EN TC2
532691,'2023-NOV',MAL REPORTADO EN TC2
532735,'2023-NOV',MAL REPORTADO EN TC2
532739,'2023-NOV',8 [8-PREDIO DESOCUPADO SIN LECTU]
532747,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
532755,'2023-NOV',MAL REPORTADO EN TC2
532795,'2023-NOV',4 [4-PREDIO - DEMOLIDO O ABAND]
532815,'2023-NOV',MAL REPORTADO EN TC2
532821,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
532999,'2023-NOV',SIN DESVIACION SIGNIFICATIVA
533113,'2023-NOV',MAL REPORTADO EN TC2
533147,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
533427,'2023-NOV',21 [21-MEDIDOR DESCONECT SIN SERV]
533997,'2023-NOV',PARA REVISION
